Region,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
Angola,603439.0,637740.0,629982.0,677578.0,704011.0,731579.0,757213.0,741275.0,790334.0,814807.0,833712.0,797059.0,824961.0,834054.0,761923.0,651473.0,628034.0,612249.0,581517.0,591893.0,561807.0,570397.0,576303.0,584099.0,589137.0,612200.0,616559.0,616825.0,612707.0,605723.0,637345.0,675243.0,667245.0,750571.0,745479.0,778443.0,777534.0,896389.0,858367.0,971418.0,1094608.0,1202062.0,1265442.0,1349471.0,1437680.0,1469607.0,1480803.0
Senegal,688034.0,657847.0,700809.0,748313.0,806920.0,674294.0,806814.0,668909.0,708887.0,548349.0,798296.0,538249.0,630667.0,822440.0,1026855.0,923189.0,547871.0,896888.0,646883.0,568979.0,852740.0,857457.0,582570.0,602829.0,745986.0,827059.0,922187.0,779811.0,877938.0,798495.0,832893.0,741713.0,819647.0,808981.0,905425.0,826222.0,762303.0,755587.0,1057205.0,1078203.0,1013350.0,651314.0,904356.0,909906.0,1052787.0,887341.0,793084.0
Honduras,345984.0,356289.0,361335.0,384635.0,394064.0,443295.0,496487.0,525057.0,540118.0,526672.0,569651.0,601090.0,587177.0,544512.0,494661.0,551431.0,598209.0,676122.0,650294.0,715630.0,751876.0,719754.0,683491.0,669907.0,687336.0,679509.0,745136.0,767348.0,792427.0,839641.0,836809.0,854037.0,878903.0,959838.0,952129.0,1055674.0,1050588.0,1049588.0,954262.0,1021140.0,1057726.0,1123145.0,1243636.0,1302976.0,1377065.0,1413814.0,1451887.0
Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4958978.0,4706468.0,4944577.0,4784440.0,4937485.0,4693802.0,2744273.0,2787220.0
Guinea,424352.0,433548.0,411277.0,429734.0,426426.0,456987.0,477119.0,483207.0,479696.0,491744.0,510568.0,499079.0,506003.0,508547.0,519027.0,541911.0,547132.0,549537.0,572751.0,577818.0,579272.0,584239.0,591088.0,611683.0,615193.0,610295.0,619932.0,641997.0,692356.0,737677.0,779177.0,832931.0,844377.0,889949.0,898757.0,919163.0,956155.0,998124.0,1035236.0,1073958.0,1059389.0,1094423.0,1143365.0,1188161.0,1241213.0,1298149.0,1344908.0
Benin,296578.0,277422.0,277952.0,291998.0,301471.0,292137.0,329043.0,352316.0,343423.0,354224.0,362226.0,364201.0,371787.0,341801.0,343605.0,394930.0,388162.0,427409.0,451252.0,429797.0,420119.0,433193.0,441210.0,566834.0,572328.0,618117.0,535813.0,647630.0,668978.0,723891.0,791726.0,802428.0,897007.0,914492.0,1019108.0,1118554.0,1170493.0,1196584.0,1217967.0,1317828.0,1313235.0,1428836.0,1456466.0,1541072.0,1478023.0,1373176.0,1339237.0
Chad,463999.0,506020.0,539567.0,525529.0,509570.0,524989.0,509325.0,560128.0,539053.0,507914.0,507941.0,481545.0,460773.0,484843.0,524144.0,521310.0,525688.0,553723.0,533102.0,543627.0,515151.0,540721.0,586899.0,477192.0,568513.0,574049.0,590256.0,665539.0,670991.0,662499.0,772854.0,757491.0,644120.0,787082.0,811055.0,871020.0,984190.0,1051063.0,980199.0,923656.0,1074832.0,1062499.0,1091318.0,1090204.0,1183323.0,1142293.0,1044872.0
Lebanon,296024.0,288612.0,317973.0,347538.0,346820.0,351687.0,405220.0,395992.0,345073.0,383599.0,427497.0,467090.0,430404.0,498201.0,392950.0,345732.0,353429.0,428335.0,473390.0,538391.0,495054.0,566104.0,545162.0,542399.0,580631.0,624484.0,706543.0,719255.0,755719.0,810916.0,923391.0,959013.0,929204.0,966632.0,1039308.0,1073744.0,969314.0,920197.0,922979.0,939521.0,866692.0,934279.0,913524.0,980776.0,940069.0,937694.0,939265.0
El Salvador,402249.0,428280.0,476405.0,476623.0,497867.0,483869.0,479774.0,460617.0,499205.0,508357.0,557296.0,571878.0,594005.0,648387.0,683128.0,650369.0,672675.0,753107.0,756872.0,730359.0,659356.0,624196.0,622347.0,655981.0,653258.0,626175.0,601106.0,614303.0,628858.0,660017.0,689658.0,753472.0,708596.0,675774.0,686722.0,704843.0,727109.0,717001.0,769518.0,765468.0,743987.0,732945.0,714222.0,748768.0,785860.0,817486.0,868343.0
Nicaragua,332600.0,382173.0,425308.0,489777.0,538650.0,526394.0,568798.0,577425.0,591375.0,582382.0,605376.0,643466.0,654789.0,730638.0,758021.0,774024.0,807827.0,863700.0,878272.0,526758.0,592725.0,603583.0,607299.0,634807.0,566969.0,531261.0,496815.0,473318.0,493477.0,504408.0,512414.0,526245.0,525328.0,536616.0,567914.0,582046.0,597084.0,620618.0,701746.0,796711.0,792252.0,816338.0,920979.0,891912.0,990123.0,964675.0,983165.0
Haiti,483532.0,480333.0,496480.0,507336.0,519349.0,523352.0,539965.0,542224.0,556804.0,575845.0,591223.0,605198.0,643025.0,619368.0,632970.0,645101.0,637948.0,659856.0,685997.0,684615.0,682387.0,698583.0,719431.0,723666.0,727195.0,722804.0,706343.0,694410.0,691433.0,660045.0,654536.0,634421.0,622468.0,624860.0,600788.0,617339.0,633926.0,624557.0,639765.0,673831.0,647143.0,662112.0,668537.0,660527.0,671654.0,653981.0,656761.0
Mongolia,520253.0,505309.0,464305.0,476838.0,506392.0,529539.0,550342.0,502511.0,498338.0,525549.0,528553.0,542868.0,568642.0,598156.0,670397.0,628736.0,596530.0,654280.0,648612.0,615661.0,634283.0,670853.0,710439.0,687086.0,707390.0,755955.0,723810.0,711286.0,754218.0,735446.0,762745.0,670031.0,602010.0,561999.0,590561.0,651243.0,627125.0,689272.0,755293.0,731973.0,569702.0,533500.0,460505.0,537017.0,510608.0,539377.0,543904.0
Burundi,418651.0,417061.0,415081.0,457978.0,456667.0,460071.0,483160.0,493848.0,490182.0,502306.0,517246.0,472330.0,527909.0,492350.0,535439.0,551710.0,559544.0,541888.0,544115.0,535811.0,582137.0,553833.0,560216.0,552179.0,623586.0,656439.0,678252.0,692669.0,650042.0,708004.0,728483.0,749823.0,726316.0,633084.0,660025.0,660887.0,657864.0,620426.0,641518.0,608285.0,664149.0,694294.0,684440.0,699986.0,717003.0,652575.0,641377.0
Yemen,315503.0,322719.0,332481.0,333495.0,345822.0,324749.0,326886.0,311231.0,303233.0,282541.0,349433.0,344785.0,375020.0,381995.0,435411.0,423876.0,425934.0,419226.0,453948.0,465877.0,472547.0,478272.0,434869.0,466217.0,481118.0,556510.0,547717.0,619239.0,651783.0,616737.0,566220.0,664512.0,698694.0,685900.0,699725.0,696470.0,749295.0,815320.0,813259.0,870701.0,938854.0,927617.0,988066.0,999535.0,1021169.0,1090894.0,1136084.0
Turkmenistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339587.0,1461447.0,1508047.0,1502369.0,952965.0,1082157.0,1176643.0,1484731.0,1576056.0,1890562.0,1889229.0,2025322.0,2192394.0,2362402.0,2094666.0,2152038.0
Albania,254771.0,274898.0,274310.0,301150.0,291325.0,329062.0,343560.0,343240.0,351221.0,366693.0,378555.0,390509.0,420207.0,428892.0,435199.0,480449.0,501183.0,524702.0,548072.0,532985.0,555893.0,573537.0,615443.0,581904.0,576715.0,583574.0,599481.0,557620.0,629160.0,602837.0,485462.0,539687.0,615519.0,656860.0,720032.0,717104.0,682452.0,706612.0,700072.0,733849.0,747971.0,755188.0,789269.0,819870.0,813707.0,858366.0,824818.0
Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1932968.0,1841339.0,1453846.0,1467009.0,1619258.0,1742819.0,1669886.0,1474839.0,1567289.0,1358657.0,1492025.0,1567307.0,1563974.0,1601364.0,1365180.0,1608198.0
Lao People's Democratic Republic,202244.0,200104.0,204087.0,267410.0,269680.0,280289.0,308143.0,301337.0,326380.0,328499.0,310135.0,305360.0,316937.0,324494.0,316833.0,296844.0,322516.0,269756.0,354356.0,377296.0,408147.0,405211.0,399804.0,454461.0,458313.0,470518.0,443561.0,417042.0,516763.0,572025.0,503067.0,578019.0,557239.0,637804.0,585730.0,581379.0,652884.0,673563.0,793402.0,933718.0,941197.0,1026015.0,986821.0,1040732.0,1083126.0,1126085.0,1219784.0
Zambia,259535.0,257901.0,255290.0,275156.0,282792.0,308719.0,310435.0,318530.0,323830.0,315323.0,366041.0,422809.0,378264.0,398445.0,474941.0,538128.0,508827.0,462908.0,406201.0,422738.0,423982.0,404115.0,427241.0,433898.0,473985.0,500957.0,494923.0,629901.0,630729.0,582431.0,614663.0,507847.0,690944.0,610368.0,544383.0,655862.0,634092.0,611668.0,735505.0,697982.0,691993.0,703327.0,803687.0,847217.0,904786.0,842692.0,831754.0
Moldova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1934646.0,2299546.0,1640877.0,1805700.0,1546429.0,1595969.0,1275663.0,1200719.0,1258199.0,1309392.0,1370703.0,1295885.0,1438692.0,1385501.0,1312903.0,1011765.0
Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1851015.0,1791289.0,1706934.0,1760835.0,1767250.0,1669377.0,1575515.0,1364822.0,1501041.0,1532796.0,1385277.0,1575309.0,1540024.0,1270233.0,1195581.0
Libyan Arab Jamahiriya,119624.0,125876.0,122273.0,116253.0,186420.0,197535.0,218050.0,230266.0,192769.0,203670.0,177456.0,274280.0,330754.0,319626.0,385918.0,418035.0,322253.0,400586.0,402839.0,458823.0,465669.0,498708.0,538530.0,512243.0,522842.0,540550.0,519755.0,538404.0,579595.0,602643.0,612128.0,600884.0,611264.0,647714.0,707132.0,740323.0,770076.0,782167.0,808769.0,759828.0,738757.0,771809.0,774880.0,774826.0,793745.0,782626.0,788950.0
Panama,248140.0,258851.0,267635.0,275827.0,289453.0,295389.0,309339.0,372413.0,394162.0,371709.0,395870.0,391647.0,397426.0,410600.0,432038.0,439161.0,466047.0,465502.0,464147.0,452152.0,468666.0,486152.0,488449.0,492569.0,499116.0,479853.0,528777.0,503451.0,525790.0,540136.0,515607.0,524858.0,533659.0,550926.0,551644.0,565290.0,575701.0,586650.0,593991.0,595333.0,607559.0,613209.0,614176.0,617071.0,641509.0,651421.0,671183.0
Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525110.0,1280511.0,1134532.0,1070419.0,1111853.0,1030092.0,1070579.0,1166338.0,1308449.0,1445468.0,1505134.0,1587843.0,1624545.0,1820404.0,1804590.0,1822138.0
Kyrgyzstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260711.0,1181759.0,1041876.0,973819.0,1088755.0,1216438.0,1278736.0,1389570.0,1452015.0,1522862.0,1433488.0,1478857.0,1523819.0,1455147.0,1484783.0,1489677.0
Croatia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170988.0,1203115.0,1147030.0,1179792.0,1207158.0,1245379.0,1354804.0,1320872.0,1160840.0,1305126.0,1400048.0,1093605.0,1195943.0,1144993.0,1197645.0,1158469.0
Central African Republic,202978.0,208772.0,214498.0,210143.0,220990.0,224763.0,246602.0,253858.0,265395.0,266562.0,266257.0,279407.0,285424.0,313496.0,317319.0,322753.0,323329.0,315843.0,331586.0,341366.0,347749.0,364923.0,361893.0,352802.0,346695.0,385639.0,380061.0,410015.0,414107.0,412764.0,411213.0,429237.0,432126.0,457136.0,480954.0,547866.0,544791.0,551247.0,541656.0,596083.0,611975.0,612523.0,601649.0,620178.0,622676.0,623652.0,587841.0
Jordan,288600.0,227321.0,239721.0,350766.0,325872.0,259033.0,290667.0,160181.0,172919.0,131439.0,171480.0,198841.0,135444.0,206344.0,149626.0,142008.0,161119.0,226478.0,178492.0,245389.0,234246.0,241451.0,284370.0,286342.0,349509.0,320376.0,353222.0,388918.0,340227.0,445450.0,429211.0,549105.0,508642.0,585499.0,613238.0,530100.0,549109.0,580028.0,505136.0,598472.0,538734.0,698901.0,655866.0,724813.0,759797.0,769342.0,728602.0
Togo,198648.0,202826.0,213505.0,220329.0,225843.0,228728.0,230482.0,237090.0,238786.0,252566.0,255581.0,246470.0,249218.0,247337.0,259204.0,249739.0,241844.0,259562.0,279725.0,284053.0,289814.0,279592.0,264557.0,281949.0,319541.0,333326.0,340931.0,357429.0,380752.0,389109.0,389790.0,382838.0,440748.0,447823.0,445030.0,520256.0,547155.0,544198.0,535129.0,502532.0,560480.0,559664.0,568216.0,581186.0,538485.0,554558.0,573466.0
Jamaica,248445.0,250441.0,266799.0,275464.0,285094.0,297255.0,298014.0,287636.0,274248.0,283128.0,310676.0,307461.0,289439.0,297835.0,292327.0,304427.0,301045.0,325369.0,310534.0,304808.0,302913.0,286700.0,305936.0,337577.0,312025.0,318490.0,332384.0,325928.0,304532.0,331112.0,339107.0,369564.0,381732.0,442681.0,452609.0,476887.0,447320.0,444134.0,461483.0,436397.0,454702.0,450142.0,454344.0,441411.0,425811.0,460082.0,457496.0
Puerto Rico,440939.0,435485.0,460910.0,458509.0,455391.0,455347.0,427851.0,390490.0,372524.0,377380.0,354958.0,355987.0,342138.0,338907.0,339234.0,355145.0,355006.0,368628.0,370514.0,346626.0,342251.0,325220.0,321354.0,313677.0,312703.0,327400.0,355115.0,353930.0,354690.0,336706.0,350532.0,336952.0,329474.0,313020.0,302202.0,290588.0,286106.0,294031.0,251740.0,282032.0,267478.0,254504.0,256594.0,270621.0,244721.0,248879.0,251419.0
Sierra Leone,186912.0,199157.0,203758.0,217385.0,222795.0,236460.0,236177.0,234895.0,255506.0,245122.0,246483.0,248655.0,251714.0,253205.0,271413.0,272361.0,281559.0,285467.0,270565.0,274116.0,276251.0,293346.0,285802.0,300849.0,297793.0,325200.0,318312.0,326073.0,335444.0,332693.0,333981.0,312283.0,308240.0,326116.0,304515.0,318884.0,333706.0,304111.0,266557.0,248450.0,290678.0,330926.0,359808.0,400809.0,457771.0,542448.0,490025.0
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,847505.0,831660.0,848599.0,942743.0,914317.0,966788.0,875273.0,922600.0,769383.0,823203.0,794314.0,910580.0,840588.0,950146.0,569535.0,672653.0
Cyprus,170173.0,173544.0,156216.0,161877.0,215396.0,214136.0,254738.0,258668.0,291683.0,278252.0,323014.0,311651.0,253561.0,268132.0,207776.0,226502.0,230863.0,240068.0,256988.0,263361.0,267961.0,272816.0,279656.0,293465.0,291880.0,273909.0,294823.0,319383.0,340849.0,318885.0,275427.0,318492.0,340787.0,310340.0,357270.0,350307.0,320433.0,340067.0,352103.0,342342.0,342122.0,348983.0,342967.0,353527.0,315743.0,305519.0,296768.0
Namibia,229328.0,198607.0,246116.0,247169.0,242944.0,230029.0,264907.0,278430.0,273062.0,294898.0,320384.0,354897.0,368166.0,377086.0,251675.0,278131.0,264855.0,288161.0,299974.0,317536.0,325548.0,253058.0,218013.0,224801.0,241375.0,251923.0,271633.0,272543.0,293876.0,279926.0,298177.0,295654.0,304448.0,325805.0,308533.0,336597.0,217482.0,299488.0,280925.0,275855.0,294267.0,285613.0,292616.0,281445.0,291447.0,287262.0,285249.0
Tajikistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911215.0,831095.0,790756.0,706383.0,614876.0,617648.0,591639.0,580895.0,647570.0,750682.0,854703.0,915310.0,1012165.0,1011510.0,1046730.0,1084539.0
Latvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1214011.0,1090348.0,811458.0,751311.0,713047.0,743156.0,663635.0,602084.0,613324.0,611269.0,649700.0,650045.0,657161.0,730354.0,663383.0,730773.0
Mauritania,183096.0,186955.0,191973.0,197917.0,204267.0,207823.0,212235.0,218502.0,212970.0,212975.0,207295.0,196622.0,170551.0,163956.0,169722.0,186267.0,198592.0,209310.0,212721.0,223376.0,231485.0,225012.0,215056.0,206696.0,226386.0,229572.0,235843.0,243971.0,257638.0,258877.0,263471.0,256437.0,249014.0,255020.0,267979.0,284667.0,280886.0,288670.0,294217.0,302219.0,303674.0,317295.0,321993.0,326252.0,338443.0,337330.0,338895.0
Bosnia and Herzegovina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744075.0,686481.0,600961.0,580772.0,541701.0,662562.0,733896.0,730596.0,609590.0,647619.0,680251.0,638385.0,824789.0,823950.0,852157.0,835234.0
Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511200.0,581059.0,633844.0,631544.0,673528.0,662940.0,659739.0,634712.0,631472.0,637610.0,694502.0,639905.0,682490.0,648615.0,623485.0,651158.0
United Arab Emirates,18670.0,18902.0,19449.0,20103.0,20515.0,22906.0,23578.0,25482.0,27375.0,29623.0,32080.0,30261.0,33763.0,38763.0,38009.0,35114.0,41102.0,54264.0,62592.0,73153.0,83801.0,105621.0,124296.0,115836.0,119866.0,121553.0,120915.0,141471.0,163642.0,174103.0,208935.0,257024.0,274090.0,293532.0,335848.0,364562.0,444056.0,443597.0,731927.0,1131486.0,496747.0,478470.0,451411.0,503723.0,507104.0,472264.0,480811.0
Armenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533374.0,483702.0,533375.0,529326.0,549237.0,479533.0,518811.0,517010.0,495464.0,523121.0,537591.0,577226.0,667350.0,750337.0,780898.0,847075.0
The former Yugoslav Republic of Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634897.0,492250.0,544644.0,552532.0,553144.0,575823.0,605918.0,612686.0,609807.0,553838.0,513663.0,557683.0,622762.0,628230.0,624194.0,634589.0
Liberia,116532.0,120559.0,120274.0,123022.0,130561.0,139478.0,141257.0,147314.0,150703.0,168737.0,175175.0,177114.0,182246.0,191823.0,187024.0,195586.0,202359.0,202161.0,204088.0,209013.0,214424.0,218624.0,220709.0,231433.0,235500.0,237016.0,241740.0,245825.0,243298.0,172531.0,138932.0,151825.0,147365.0,129489.0,129156.0,153560.0,194780.0,211320.0,227270.0,238779.0,234911.0,229276.0,228770.0,235349.0,245255.0,243972.0,268294.0
Guyana,153183.0,157284.0,139516.0,163992.0,162263.0,168490.0,164554.0,152723.0,172688.0,167749.0,177405.0,160642.0,157782.0,188345.0,185665.0,169757.0,194090.0,200975.0,174668.0,181428.0,188264.0,183251.0,158865.0,166001.0,159324.0,166530.0,155648.0,149391.0,141234.0,124666.0,149062.0,166309.0,180868.0,197510.0,230624.0,241570.0,245232.0,222178.0,238007.0,233804.0,241704.0,231127.0,255224.0,254213.0,219613.0,243370.0,241413.0
Mauritius,121750.0,117751.0,142938.0,112172.0,147442.0,124319.0,146614.0,132738.0,146757.0,130490.0,136393.0,158329.0,157395.0,154558.0,118108.0,164513.0,156672.0,159550.0,162897.0,125910.0,143011.0,170289.0,145112.0,143670.0,156502.0,167166.0,170461.0,157938.0,157272.0,162702.0,163629.0,171946.0,168250.0,157674.0,168707.0,168348.0,180528.0,174834.0,135566.0,165467.0,190774.0,169715.0,179672.0,186164.0,177394.0,171584.0,166602.0
Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634764.0,569267.0,491045.0,466643.0,443597.0,445061.0,424949.0,396853.0,435078.0,425812.0,404254.0,396621.0,410147.0,441136.0,417001.0,469547.0
Congo,99493.0,101746.0,102285.0,105646.0,109395.0,111210.0,118996.0,119257.0,118236.0,117989.0,122077.0,118263.0,121909.0,117848.0,120581.0,123660.0,126400.0,124417.0,128079.0,131206.0,136089.0,142018.0,141917.0,146143.0,152276.0,150104.0,153873.0,158384.0,156080.0,155554.0,151953.0,154996.0,158448.0,168000.0,176340.0,181655.0,182297.0,180747.0,192298.0,196105.0,198783.0,204841.0,209759.0,222622.0,230001.0,236883.0,240482.0
Swaziland,73505.0,75128.0,80586.0,76742.0,74515.0,86901.0,96328.0,92330.0,94892.0,107769.0,111195.0,121229.0,118202.0,128906.0,131845.0,134975.0,125730.0,145030.0,140368.0,159562.0,167919.0,161768.0,160237.0,174481.0,179341.0,191382.0,186874.0,188869.0,189416.0,195004.0,199767.0,187218.0,178906.0,179456.0,166439.0,176299.0,177750.0,172368.0,184429.0,172914.0,168184.0,184643.0,184160.0,187869.0,202013.0,192491.0,188217.0
Botswana,99628.0,100453.0,110565.0,123278.0,121555.0,125579.0,130097.0,125837.0,128252.0,138210.0,151682.0,149914.0,142117.0,146784.0,142035.0,159070.0,151393.0,124691.0,157046.0,123670.0,153945.0,160128.0,149761.0,164688.0,160154.0,157559.0,141518.0,151878.0,156216.0,166127.0,176683.0,170245.0,170625.0,159765.0,188881.0,176252.0,163566.0,157042.0,139491.0,151260.0,167303.0,159422.0,157208.0,167244.0,172351.0,169514.0,169589.0
Serbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3555916.0,3262264.0
Gabon,81641.0,83962.0,84688.0,85779.0,87371.0,88705.0,90320.0,92926.0,93533.0,96023.0,98232.0,99569.0,101526.0,103106.0,103687.0,106947.0,115696.0,123471.0,128939.0,134590.0,130755.0,135444.0,140308.0,144407.0,145612.0,152191.0,154255.0,161484.0,163289.0,162363.0,180932.0,174970.0,170150.0,173601.0,175797.0,184810.0,189657.0,197205.0,195838.0,200940.0,196729.0,198380.0,198717.0,198427.0,198157.0,200145.0,204479.0
Fiji,84422.0,99103.0,112649.0,114998.0,104841.0,102535.0,102054.0,121142.0,115941.0,124487.0,116801.0,106544.0,111636.0,104766.0,106058.0,106846.0,121294.0,122874.0,148378.0,138156.0,150177.0,153722.0,117714.0,166144.0,141942.0,170584.0,140743.0,144931.0,169643.0,176433.0,158114.0,161517.0,160526.0,168463.0,172450.0,170211.0,162322.0,136085.0,162790.0,162366.0,150142.0,157537.0,147542.0,153884.0,159145.0,160991.0,147084.0
Occupied Palestinian Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209450.0,220371.0,344732.0,401091.0,372155.0,441008.0,409698.0,457413.0,462469.0,474765.0,440750.0,485216.0,487351.0,501531.0
Singapore,89895.0,89727.0,89224.0,90677.0,96769.0,100626.0,102155.0,110725.0,138679.0,137525.0,158176.0,180850.0,179881.0,183729.0,204419.0,222944.0,226000.0,222901.0,225206.0,232270.0,220351.0,212193.0,212752.0,208484.0,176899.0,160170.0,141560.0,107359.0,105656.0,102965.0,86499.0,71552.0,47479.0,36178.0,35882.0,28415.0,37833.0,32226.0,34192.0,14651.0,16008.0,21627.0,24212.0,26477.0,21053.0,24094.0,34720.0
Oman,30705.0,31132.0,31462.0,31908.0,32218.0,32937.0,33551.0,34011.0,37005.0,37477.0,38422.0,40796.0,44049.0,44946.0,48063.0,51463.0,56349.0,61161.0,68089.0,77566.0,91224.0,111495.0,116418.0,116248.0,113225.0,121885.0,122894.0,126177.0,128395.0,131322.0,135003.0,141055.0,152536.0,161806.0,165110.0,165552.0,170743.0,196508.0,218363.0,208221.0,214149.0,194233.0,185189.0,224984.0,263137.0,225856.0,230045.0
Trinidad and Tobago,104370.0,97549.0,104149.0,103061.0,113334.0,111126.0,111259.0,121251.0,119528.0,124623.0,119176.0,127674.0,111926.0,112437.0,116909.0,125011.0,120164.0,110510.0,106904.0,102818.0,95637.0,105021.0,94150.0,89817.0,91573.0,90165.0,90725.0,90590.0,87254.0,96358.0,94552.0,93674.0,98123.0,97744.0,99202.0,100480.0,94518.0,84359.0,90846.0,106108.0,107572.0,130159.0,116124.0,111330.0,109226.0,109420.0,111055.0
Guinea-Bissau,78483.0,78610.0,76481.0,74837.0,66839.0,65376.0,63636.0,64068.0,62425.0,63201.0,57427.0,62512.0,61913.0,63730.0,72032.0,80094.0,74231.0,71717.0,74745.0,77139.0,85425.0,94815.0,85246.0,98794.0,99036.0,105414.0,103639.0,101711.0,110788.0,116377.0,112159.0,117603.0,122370.0,121674.0,127205.0,130194.0,139070.0,142839.0,151415.0,158014.0,163537.0,163503.0,166306.0,170671.0,179274.0,179946.0,181200.0
Réunion,68768.0,54067.0,58866.0,54983.0,65521.0,60664.0,63099.0,64986.0,69249.0,58628.0,54976.0,64801.0,64782.0,64022.0,63703.0,69501.0,73734.0,77396.0,78169.0,72878.0,77887.0,80790.0,72509.0,78050.0,77798.0,83692.0,89606.0,98190.0,88593.0,96939.0,106381.0,110045.0,104585.0,107606.0,111513.0,114795.0,127710.0,121147.0,132688.0,131528.0,128775.0,124384.0,131062.0,136096.0,130106.0,132209.0,124690.0
